time/total_timesteps,rollout/ep_len_mean,time/fps,time/episodes,rollout/exploration_rate,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,train/n_updates,train/loss
35,8.75,2,4,0.9966750000000004,-2.25,14,,,
125,15.625,2,8,0.9881250000000003,4.625,42,,,
165,13.75,2,12,0.9843249999999997,2.75,56,,,
197,12.3125,2,16,0.9812849999999997,1.3125,69,,,
234,11.7,2,20,0.9777699999999999,0.7,83,,,
284,11.833333333333334,2,24,0.9730200000000004,0.8333333333333334,100,,,
327,11.678571428571429,2,28,0.9689350000000001,0.6785714285714286,115,,,
363,11.34375,2,32,0.9655149999999998,0.34375,129,,,
435,12.083333333333334,2,36,0.9586750000000004,1.0833333333333333,152,,,
486,12.15,2,40,0.9538300000000003,1.15,169,,,
553,12.568181818181818,2,44,0.9474649999999997,1.5681818181818181,191,,,
585,12.1875,2,48,0.9444249999999998,1.1875,204,,,
620,11.923076923076923,2,52,0.9411000000000002,0.9230769230769231,217,,,
668,11.928571428571429,2,56,0.9365399999999998,0.9285714285714286,234,,,
700,11.666666666666666,2,60,0.9335,0.6666666666666666,246,,,
762,11.90625,2,64,0.9276100000000004,0.90625,266,,,
814,11.970588235294118,2,68,0.9226699999999997,0.9705882352941176,284,,,
845,11.73611111111111,2,72,0.9197250000000003,0.7361111111111112,296,,,
877,11.539473684210526,2,76,0.9166850000000005,0.5394736842105263,309,,,
932,11.65,2,80,0.91146,0.65,327,,,
982,11.69047619047619,2,84,0.9067099999999996,0.6904761904761905,344,,,
1082,12.295454545454545,2,88,0.8972099999999995,1.2954545454545454,375,0.0001,20,1.0679523944854736
1142,12.41304347826087,2,92,0.8915100000000001,1.4130434782608696,395,0.0001,35,1.3137266635894775
1178,12.270833333333334,2,96,0.8880899999999999,1.2708333333333333,409,0.0001,44,0.6640403270721436
1213,12.13,2,100,0.8847650000000002,1.13,422,0.0001,53,0.9780410528182983
1246,12.11,2,104,0.8816299999999998,1.11,435,0.0001,61,0.9822421669960022
1281,11.56,2,108,0.8783050000000001,0.56,449,0.0001,70,0.9798133969306946
1334,11.69,2,112,0.8732699999999998,0.69,467,0.0001,83,0.9775114059448242
1369,11.72,2,116,0.8699450000000002,0.72,481,0.0001,92,0.0009200405911542475
1409,11.75,2,120,0.8661449999999996,0.75,495,0.0001,102,1.3049826622009277
1469,11.85,2,124,0.8604450000000001,0.85,515,0.0001,117,0.6532418131828308
1526,11.99,2,128,0.8550299999999995,0.99,535,0.0001,131,1.30222487449646
1562,11.99,2,132,0.8516100000000003,0.99,548,0.0001,140,0.6571158766746521
1614,11.79,2,136,0.8466699999999996,0.79,566,0.0001,153,0.3350323736667633
1646,11.6,2,140,0.8436299999999997,0.6,579,0.0001,161,0.9833651781082153
1684,11.31,2,144,0.8400200000000003,0.31,593,0.0001,170,0.9793838262557983
1715,11.3,2,148,0.837075,0.3,606,0.0001,178,1.6362154483795166
1771,11.51,2,152,0.831755,0.51,625,0.0001,192,0.32712873816490173
1808,11.4,2,156,0.8282400000000001,0.4,638,0.0001,201,1.2963682413101196
1891,11.91,2,160,0.8203550000000002,0.91,664,0.0001,222,1.3086528778076172
1949,11.87,2,164,0.8148449999999999,0.87,684,0.0001,237,1.6203243732452393
2008,11.94,2,168,0.8092400000000002,0.94,704,0.0001,251,0.6481243371963501
2058,12.13,2,172,0.8044899999999996,1.13,721,0.0001,264,0.005872183945029974
2089,12.12,2,176,0.8015450000000004,1.12,734,0.0001,272,0.6505380272865295
2166,12.34,2,180,0.7942299999999999,1.34,758,0.0001,291,0.33844488859176636
2202,12.2,2,184,0.7908099999999996,1.2,772,0.0001,300,0.33135098218917847
2274,11.92,2,188,0.7839700000000002,0.92,795,0.0001,318,0.6543282270431519
2309,11.67,2,192,0.7806449999999995,0.67,808,0.0001,327,0.642500638961792
2369,11.91,2,196,0.7749450000000001,0.91,828,0.0001,342,2.2171759605407715
2457,12.44,2,200,0.7665850000000002,1.44,856,0.0001,364,1.9430766105651855
2493,12.47,2,204,0.763165,1.47,869,0.0001,373,0.3166930675506592
2566,12.85,2,208,0.7562299999999998,1.85,892,0.0001,391,1.5395135879516602
2598,12.64,2,212,0.75319,1.64,905,0.0001,399,0.33018261194229126
2656,12.87,2,216,0.7476799999999998,1.87,925,0.0001,413,0.3215356767177582
2698,12.89,2,220,0.74369,1.89,940,0.0001,424,1.1966016292572021
2752,12.83,2,224,0.7385600000000001,1.83,958,0.0001,437,0.9106382131576538
2829,13.03,2,228,0.7312449999999997,2.03,982,0.0001,457,0.6506635546684265
2861,12.99,2,232,0.7282049999999998,1.99,995,0.0001,465,0.3350833058357239
2916,13.02,2,236,0.7229800000000004,2.02,1014,0.0001,478,0.8907561898231506
2948,13.02,2,240,0.7199400000000005,2.02,1026,0.0001,486,0.2850138247013092
3011,13.27,2,244,0.7139550000000003,2.27,1047,0.0001,502,0.9175288081169128
3080,13.65,2,248,0.7073999999999996,2.65,1069,0.0001,519,1.0024399757385254
3143,13.72,2,252,0.7014150000000005,2.72,1090,0.0001,535,0.30859220027923584
3200,13.92,2,256,0.6959999999999997,2.92,1109,0.0001,549,0.5626325011253357
3247,13.56,2,260,0.691535,2.56,1126,0.0001,561,0.22826941311359406
3324,13.75,2,264,0.6842199999999996,2.75,1150,0.0001,580,1.1177313327789307
3364,13.56,2,268,0.68042,2.56,1165,0.0001,590,1.5057594776153564
3424,13.66,2,272,0.6747199999999995,2.66,1185,0.0001,605,0.19459746778011322
3483,13.94,2,276,0.6691149999999997,2.94,1204,0.0001,620,0.04584447294473648
3533,13.67,2,280,0.6643650000000003,2.67,1221,0.0001,633,0.8551427125930786
3597,13.95,2,284,0.6582849999999995,2.95,1242,0.0001,649,0.4453876316547394
3655,13.81,2,288,0.6527750000000003,2.81,1262,0.0001,663,1.4692270755767822
3713,14.04,2,292,0.6472650000000001,3.04,1281,0.0001,678,0.5898255705833435
3749,13.8,2,296,0.6438449999999998,2.8,1295,0.0001,687,0.1185225173830986
3830,13.73,2,300,0.63615,2.73,1320,0.0001,707,0.4465580880641937
3908,14.15,2,304,0.6287400000000001,3.15,1344,0.0001,726,0.4961807131767273
3962,13.96,2,308,0.6236100000000002,2.96,1362,0.0001,740,0.3171083629131317
4021,14.23,2,312,0.6180050000000004,3.23,1382,0.0001,755,0.22853752970695496
4118,14.62,2,316,0.60879,3.62,1411,0.0001,779,0.174919992685318
4181,14.83,2,320,0.6028049999999999,3.83,1431,0.0001,795,0.7064610719680786
4247,14.95,2,324,0.5965349999999999,3.95,1453,0.0001,811,0.06238461658358574
4315,14.86,2,328,0.5900749999999998,3.86,1475,0.0001,828,0.03030531480908394
4369,15.08,2,332,0.5849449999999999,4.08,1493,0.0001,842,1.5011640787124634
4428,15.12,2,336,0.5793400000000002,4.12,1513,0.0001,856,0.9013451337814331
4463,15.15,2,340,0.5760150000000005,4.15,1526,0.0001,865,0.3346627354621887
4522,15.11,2,344,0.5704099999999996,4.11,1545,0.0001,880,0.7305207848548889
4558,14.78,2,348,0.5669900000000004,3.78,1559,0.0001,889,0.5717812180519104
4613,14.7,2,352,0.5617650000000001,3.7,1577,0.0001,903,0.04834192246198654
4682,14.82,2,356,0.5552100000000003,3.82,1599,0.0001,920,0.2913324534893036
4749,15.02,2,360,0.5488449999999997,4.02,1621,0.0001,937,0.9004300236701965
4794,14.7,2,364,0.5445700000000002,3.7,1636,0.0001,948,0.35426610708236694
4855,14.91,2,368,0.5387750000000002,3.91,1656,0.0001,963,0.24744939804077148
4906,14.82,2,372,0.5339300000000001,3.82,1674,0.0001,976,0.737720251083374
4953,14.7,2,376,0.5294650000000004,3.7,1690,0.0001,988,0.398652583360672
4985,14.52,2,380,0.5264250000000006,3.52,1703,0.0001,996,0.05870708078145981
5052,14.55,2,384,0.52006,3.55,1724,0.0001,1012,0.32945406436920166
5114,14.59,2,388,0.5141700000000005,3.59,1744,0.0001,1028,0.026392968371510506
5209,14.96,2,392,0.5051450000000004,3.96,1773,0.0001,1052,0.6693258881568909
5265,15.16,2,396,0.4998250000000003,4.16,1791,0.0001,1066,0.1822679340839386
5348,15.18,2,400,0.4919400000000004,4.18,1816,0.0001,1086,0.08482431620359421
5429,15.21,2,404,0.4842450000000006,4.21,1841,0.0001,1107,0.757588803768158
5492,15.3,2,408,0.47826000000000035,4.3,1862,0.0001,1122,0.1676795482635498
5601,15.8,2,412,0.467905,4.8,1894,0.0001,1150,0.9116536378860474
5640,15.22,2,416,0.46420000000000006,4.22,1908,0.0001,1159,0.45928871631622314
5685,15.04,2,420,0.4599250000000005,4.04,1924,0.0001,1171,0.3404456079006195
5745,14.98,2,424,0.454225,3.98,1943,0.0001,1186,0.3132823705673218
5802,14.87,2,428,0.4488100000000005,3.87,1962,0.0001,1200,0.35450246930122375
5898,15.29,2,432,0.4396899999999998,4.29,1991,0.0001,1224,0.3996277451515198
5961,15.33,2,436,0.43370499999999956,4.33,2011,0.0001,1240,0.1150088906288147
6002,15.39,2,440,0.42981000000000047,4.39,2026,0.0001,1250,0.08077698945999146
6077,15.55,2,444,0.4226850000000001,4.55,2049,0.0001,1269,0.5486669540405273
6171,16.13,2,448,0.41375499999999965,5.13,2077,0.0001,1292,0.27121785283088684
6268,16.55,2,452,0.40454000000000045,5.55,2106,0.0001,1316,0.5891011357307434
6351,16.69,2,456,0.3966550000000004,5.69,2132,0.0001,1337,0.41112080216407776
6438,16.89,2,460,0.3883900000000001,5.89,2158,0.0001,1359,0.15232037007808685
6506,17.12,2,464,0.38193,6.12,2179,0.0001,1376,0.46964746713638306
6609,17.54,2,468,0.3721450000000003,6.54,2210,0.0001,1402,0.09995059669017792
6690,17.84,2,472,0.3644500000000005,6.84,2235,0.0001,1422,0.40025341510772705
6778,18.25,2,476,0.3560900000000006,7.25,2261,0.0001,1444,0.024798311293125153
6870,18.85,3,480,0.34735000000000027,7.85,2288,0.0001,1467,0.6207347512245178
6933,18.81,3,484,0.34136500000000003,7.81,2308,0.0001,1483,0.3555589020252228
7003,18.89,3,488,0.33471499999999976,7.89,2331,0.0001,1500,0.308540403842926
7081,18.72,3,492,0.3273049999999996,7.72,2355,0.0001,1520,0.7121267318725586
7153,18.88,3,496,0.3204650000000002,7.88,2377,0.0001,1538,0.8646293878555298
7210,18.62,3,500,0.3150499999999996,7.62,2396,0.0001,1552,0.5735853910446167
7247,18.18,3,504,0.3115349999999997,7.18,2409,0.0001,1561,0.02171286568045616
7374,18.82,3,508,0.2994699999999999,7.82,2446,0.0001,1593,0.03290964290499687
7443,18.42,3,512,0.29291500000000015,7.42,2468,0.0001,1610,0.4353216588497162
7543,19.03,3,516,0.2834150000000001,8.03,2498,0.0001,1635,0.6505205631256104
7638,19.53,3,520,0.27439,8.53,2525,0.0001,1659,0.28286781907081604
7723,19.78,3,524,0.26631499999999986,8.78,2551,0.0001,1680,0.3311459422111511
7802,20.0,3,528,0.2588100000000003,9.0,2575,0.0001,1700,0.39166539907455444
7846,19.48,3,532,0.25463000000000025,8.48,2591,0.0001,1711,0.3662137985229492
7901,19.4,3,536,0.24940499999999988,8.4,2609,0.0001,1725,1.2922475337982178
8000,19.98,3,540,0.24000000000000044,8.98,2638,0.0001,1749,0.4856877624988556
8078,20.01,3,544,0.2325900000000004,9.01,2662,0.0001,1769,0.5987148284912109
8168,19.97,3,548,0.22404000000000035,8.97,2688,0.0001,1791,0.08873043209314346
8246,19.78,3,552,0.21663000000000032,8.78,2712,0.0001,1811,0.6149836778640747
8343,19.92,3,556,0.20741500000000013,8.92,2741,0.0001,1835,0.4115527272224426
8501,20.63,3,560,0.19240499999999983,9.63,2784,0.0001,1875,0.2478460818529129
8600,20.94,3,564,0.18300000000000038,9.94,2813,0.0001,1899,0.3923359811306
8672,20.63,3,568,0.17615999999999987,9.63,2835,0.0001,1917,0.3443012237548828
8758,20.68,3,572,0.1679900000000002,9.68,2861,0.0001,1939,0.19360141456127167
8815,20.37,3,576,0.16257500000000047,9.37,2880,0.0001,1953,1.3802292346954346
8937,20.67,3,580,0.1509850000000006,9.67,2914,0.0001,1984,0.8933742046356201
9004,20.71,3,584,0.14461999999999997,9.71,2935,0.0001,2000,0.378876268863678
9078,20.75,3,588,0.13759000000000032,9.75,2957,0.0001,2019,0.5857101082801819
9190,21.09,3,592,0.12695000000000023,10.09,2989,0.0001,2047,0.4983929991722107
9255,21.02,3,596,0.12077499999999985,10.02,3010,0.0001,2063,0.2188872992992401
9359,21.49,3,600,0.11089499999999941,10.49,3040,0.0001,2089,0.059960443526506424
9453,22.06,3,604,0.10196500000000008,11.06,3068,0.0001,2113,0.19098998606204987
9543,21.69,3,608,0.09341500000000003,10.69,3094,0.0001,2135,0.026218250393867493
9594,21.51,3,612,0.08856999999999993,10.51,3111,0.0001,2148,0.02659434638917446
9669,21.26,3,616,0.08144500000000066,10.26,3134,0.0001,2167,1.199450135231018
9818,21.8,3,620,0.06728999999999974,10.8,3175,0.0001,2204,0.013629516586661339
9939,22.16,3,624,0.05579500000000026,11.16,3209,0.0001,2234,0.13167671859264374
10033,22.31,3,628,0.05,11.31,3237,0.0001,2258,0.09870318323373795
10154,23.08,3,632,0.05,12.08,3272,0.0001,2288,0.5807799100875854
10256,23.55,3,636,0.05,12.55,3301,0.0001,2313,0.7314988374710083
10392,23.92,3,640,0.05,12.92,3339,0.0001,2347,0.3003700375556946
10454,23.76,3,644,0.05,12.76,3358,0.0001,2363,0.3850190341472626
10547,23.79,3,648,0.05,12.79,3386,0.0001,2386,0.13762815296649933
10660,24.14,3,652,0.05,13.14,3418,0.0001,2414,0.3554389178752899
10769,24.26,3,656,0.05,13.26,3449,0.0001,2442,0.43954282999038696
10879,23.78,3,660,0.05,12.78,3481,0.0001,2469,0.35153928399086
10984,23.84,3,664,0.05,12.84,3511,0.0001,2495,0.4162251651287079
11118,24.46,3,668,0.05,13.46,3550,0.0001,2529,0.4520169496536255
11199,24.41,3,672,0.05,13.41,3574,0.0001,2549,0.3510521650314331
11292,24.77,3,676,0.05,13.77,3601,0.0001,2572,0.37546461820602417
11376,24.39,3,680,0.05,13.39,3626,0.0001,2593,0.35776349902153015
11486,24.82,3,684,0.05,13.82,3658,0.0001,2621,0.6288925409317017
11661,25.83,3,688,0.05,14.83,3706,0.0001,2665,0.03862898051738739
11750,25.6,3,692,0.05,14.6,3732,0.0001,2687,0.9770787954330444
11861,26.06,3,696,0.05,15.06,3764,0.0001,2715,0.03837735205888748
11970,26.11,3,700,0.05,15.11,3796,0.0001,2742,0.38028812408447266
12077,26.24,3,704,0.05,15.24,3826,0.0001,2769,0.40329304337501526
12222,26.79,3,708,0.05,15.79,3866,0.0001,2805,0.04694974422454834
12331,27.37,3,712,0.05,16.37,3897,0.0001,2832,0.7082732319831848
12399,27.3,3,716,0.05,16.3,3918,0.0001,2849,1.2432923316955566
12538,27.2,3,720,0.05,16.2,3957,0.0001,2884,0.44660037755966187
12667,27.28,3,724,0.05,16.28,3993,0.0001,2916,0.7596696019172668
12777,27.44,3,728,0.05,16.44,4025,0.0001,2944,0.8647676706314087
12899,27.45,3,732,0.05,16.45,4059,0.0001,2974,0.7774847745895386
13002,27.46,3,736,0.05,16.46,4089,0.0001,3000,0.3950459063053131
13092,27.0,3,740,0.05,16.0,4115,0.0001,3022,0.39217013120651245
13190,27.36,3,744,0.05,16.36,4144,0.0001,3047,0.3801279067993164
13289,27.42,3,748,0.05,16.42,4173,0.0001,3072,0.26999521255493164
13401,27.41,3,752,0.05,16.41,4205,0.0001,3100,0.033738791942596436
13507,27.38,3,756,0.05,16.38,4235,0.0001,3126,0.3655008375644684
13631,27.52,3,760,0.05,16.52,4270,0.0001,3157,0.6986964344978333
13728,27.44,3,764,0.05,16.44,4299,0.0001,3181,0.37278226017951965
13823,27.05,3,768,0.05,16.05,4328,0.0001,3205,0.12210887670516968
13886,26.87,3,772,0.05,15.87,4348,0.0001,3221,0.40211865305900574
14024,27.32,3,776,0.05,16.32,4386,0.0001,3255,0.13554468750953674
14118,27.42,3,780,0.05,16.42,4414,0.0001,3279,0.39638423919677734
14214,27.28,3,784,0.05,16.28,4443,0.0001,3303,0.02899746596813202
14306,26.45,3,788,0.05,15.45,4470,0.0001,3326,0.03307525813579559
14417,26.67,3,792,0.05,15.67,4502,0.0001,3354,0.7249376177787781
14505,26.44,3,796,0.05,15.44,4528,0.0001,3376,0.7459178566932678
14602,26.32,3,800,0.05,15.32,4557,0.0001,3400,1.1645363569259644
14724,26.47,3,804,0.05,15.47,4591,0.0001,3430,0.241951122879982
14852,26.3,3,808,0.05,15.3,4627,0.0001,3462,1.350831151008606
14978,26.47,3,812,0.05,15.47,4662,0.0001,3494,0.35054439306259155
15096,26.97,3,816,0.05,15.97,4696,0.0001,3523,0.2486763894557953
15167,26.29,3,820,0.05,15.29,4718,0.0001,3541,0.01696719415485859
15246,25.79,3,824,0.05,14.79,4743,0.0001,3561,0.3554941713809967
15317,25.4,3,828,0.05,14.4,4765,0.0001,3579,0.10959577560424805
15405,25.06,3,832,0.05,14.06,4791,0.0001,3601,0.7169807553291321
15496,24.94,3,836,0.05,13.94,4818,0.0001,3623,0.39391830563545227
15629,25.37,3,840,0.05,14.37,4855,0.0001,3657,0.3715590536594391
15710,25.2,3,844,0.05,14.2,4879,0.0001,3677,0.48762795329093933
15813,25.24,3,848,0.05,14.24,4909,0.0001,3703,0.15482622385025024
15949,25.48,3,852,0.05,14.48,4947,0.0001,3737,0.337242066860199
16041,25.34,3,856,0.05,14.34,4975,0.0001,3760,1.0056047439575195
16114,24.83,3,860,0.05,13.83,4997,0.0001,3778,0.8090908527374268
16223,24.95,3,864,0.05,13.95,5028,0.0001,3805,0.051170893013477325
16327,25.04,3,868,0.05,14.04,5058,0.0001,3831,0.3517765700817108
16445,25.59,3,872,0.05,14.59,5092,0.0001,3861,0.3879911005496979
16587,25.63,3,876,0.05,14.63,5130,0.0001,3896,0.6840834021568298
16652,25.34,3,880,0.05,14.34,5151,0.0001,3912,0.7090109586715698
16769,25.55,3,884,0.05,14.55,5184,0.0001,3942,1.011533260345459
16865,25.59,3,888,0.05,14.59,5212,0.0001,3966,1.5932655334472656
16977,25.6,3,892,0.05,14.6,5244,0.0001,3994,0.04279003292322159
17075,25.7,3,896,0.05,14.7,5272,0.0001,4018,0.015659792348742485
17197,25.95,3,900,0.05,14.95,5307,0.0001,4049,0.06815645098686218
17294,25.7,3,904,0.05,14.7,5335,0.0001,4073,0.6402194499969482
17389,25.37,3,908,0.05,14.37,5363,0.0001,4097,0.36850088834762573
17481,25.03,3,912,0.05,14.03,5390,0.0001,4120,0.373125284910202
17580,24.84,3,916,0.05,13.84,5419,0.0001,4144,0.43942826986312866
17683,25.16,3,920,0.05,14.16,5448,0.0001,4170,0.7092648148536682
17761,25.15,3,924,0.05,14.15,5473,0.0001,4190,0.8652220368385315
17903,25.86,3,928,0.05,14.86,5512,0.0001,4225,0.15716123580932617
17963,25.58,3,932,0.05,14.58,5531,0.0001,4240,0.035761844366788864
18078,25.82,3,936,0.05,14.82,5564,0.0001,4269,0.4356043338775635
18173,25.44,3,940,0.05,14.44,5592,0.0001,4293,1.0063096284866333
18239,25.29,3,944,0.05,14.29,5612,0.0001,4309,0.3990841209888458
18357,25.44,3,948,0.05,14.44,5646,0.0001,4339,0.31881025433540344
18470,25.21,3,952,0.05,14.21,5678,0.0001,4367,0.023365698754787445
18563,25.22,3,956,0.05,14.22,5706,0.0001,4390,0.4528076648712158
18662,25.48,3,960,0.05,14.48,5734,0.0001,4415,0.018099237233400345
18757,25.34,3,964,0.05,14.34,5762,0.0001,4439,1.0177773237228394
18862,25.35,3,968,0.05,14.35,5792,0.0001,4465,0.3767343759536743
18993,25.48,3,972,0.05,14.48,5828,0.0001,4498,0.020404282957315445
19063,24.76,3,976,0.05,13.76,5850,0.0001,4515,0.02792956307530403
19167,25.15,3,980,0.05,14.15,5880,0.0001,4541,0.3519013524055481
19301,25.32,3,984,0.05,14.32,5917,0.0001,4575,0.7338338494300842
19410,25.45,3,988,0.05,14.45,5949,0.0001,4602,0.05250123515725136
19529,25.52,3,992,0.05,14.52,5982,0.0001,4632,0.22365692257881165
19626,25.51,3,996,0.05,14.51,6011,0.0001,4656,0.769756555557251
19745,25.48,3,1000,0.05,14.48,6044,0.0001,4686,0.04356604069471359
19854,25.6,3,1004,0.05,14.6,6076,0.0001,4713,1.3282420635223389
20002,26.13,3,1008,0.05,15.13,6117,0.0001,4750,0.7799140214920044
20094,26.13,3,1012,0.05,15.13,6145,0.0001,4773,0.18562932312488556
20177,25.97,3,1016,0.05,14.97,6169,0.0001,4794,0.4032823443412781
20345,26.62,3,1020,0.05,15.62,6215,0.0001,4836,0.04266195371747017
20466,27.05,3,1024,0.05,16.05,6249,0.0001,4866,0.0539042130112648
20544,26.41,3,1028,0.05,15.41,6273,0.0001,4885,0.4847252070903778
20635,26.72,3,1032,0.05,15.72,6300,0.0001,4908,0.4227108955383301
20800,27.22,3,1036,0.05,16.22,6345,0.0001,4949,1.006984829902649
20917,27.44,3,1040,0.05,16.44,6379,0.0001,4979,0.026505090296268463
21000,27.61,3,1044,0.05,16.61,6403,0.0001,4999,0.42865243554115295
21080,27.23,3,1048,0.05,16.23,6428,0.0001,5019,0.1339375078678131
21219,27.49,3,1052,0.05,16.49,6466,0.0001,5054,1.1175380945205688
21382,28.19,3,1056,0.05,17.19,6511,0.0001,5095,0.396342009305954
21496,28.34,3,1060,0.05,17.34,6543,0.0001,5123,1.482216238975525
